SYMBOL	UCEC_CS	UCEC_OS	UCEC_TS	LUSC_CS	LUSC_OS	LUSC_TS	READ_CS	READ_OS	READ_TS	OV_CS	OV_OS	OV_TS	GBM_CS	GBM_OS	GBM_TS	BLCA_CS	BLCA_OS	BLCA_TS	HNSC_CS	HNSC_OS	HNSC_TS	LUAD_CS	LUAD_OS	LUAD_TS	COAD_CS	COAD_OS	COAD_TS	BRCA_CS	BRCA_OS	BRCA_TS	KIRC_CS	KIRC_OS	KIRC_TS	MAX_ONC	MAX_TSG	MAX_ONC_TSG
SNCG	0	0	0	-2	0	2	0	0	0	0	0	0	-2	0	2	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	1	1	1	2	2
FLJ45557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1
SNCB	0	1	1	-1	1	2	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	2	2
RNF128	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	0	-1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1
RNF126	-1	0	1	0	0	0	0	0	0	-1	0	1	0	1	1	-1	0	1	0	0	0	0	1	1	0	0	0	-1	1	2	0	0	0	1	2	2
RNF125	1	1	0	-1	0	1	0	0	0	1	1	0	1	1	0	-1	1	2	0	1	1	0	0	0	-3	0	3	-1	0	1	1	1	0	1	3	3
RNF123	0	0	0	-1	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	-1	1	2	0	0	0	0	1	1	-1	0	1	1	2	2
RNF122	0	0	0	-1	0	1	-1	0	1	-1	0	1	1	1	0	-1	0	1	0	0	0	-1	0	1	-2	0	2	-1	0	1	-1	0	1	1	2	2
RNF121	1	1	0	-1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	2	1	-1	0	1	-1	1	2	0	0	0	1	1	0	2	2	2
FLJ44606	1	1	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	1	2	0	0	0	0	0	0	0	0	0	1	1	0	1	2	2
NELF	0	1	1	0	1	1	0	0	0	-1	0	1	-1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	1
OR11A1	-1	0	1	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	1	0	1	1	1	1	0	-1	0	1	1	1	1
MIR103A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM110-MUSTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SACS	0	2	2	-1	0	1	0	0	0	-2	1	3	-2	0	2	0	1	1	-1	0	1	-1	0	1	-1	0	1	-1	2	3	-1	1	2	2	3	3
PHLPPL	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1
MIR455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBN	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	2	3	1	2	2	0	1	1	0	3	1	3
MIR453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKB1	0	0	0	-1	0	1	0	0	0	-1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1
NFKB2	0	1	1	-1	1	2	0	0	0	0	0	0	-2	0	2	-1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	1	1	2	2
DNPEP	0	0	0	-1	0	1	0	0	0	0	0	0	2	2	0	-2	0	2	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	2	2	2
RAB40AL	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	-1	0	1	1	1	0	-1	0	1	1	1	0	1	1	1
SIAH1	0	1	1	-1	0	1	0	0	0	-2	0	2	2	2	0	-1	0	1	0	0	0	-2	0	2	0	1	1	-2	0	2	0	1	1	2	2	2
SIAH2	1	1	0	3	3	0	0	0	0	1	2	1	0	1	1	1	1	0	1	2	1	0	0	0	-1	0	1	0	1	1	0	0	0	3	1	3
SIAH3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1	0	1	1	0	0	0	-1	1	2	-1	0	1	1	2	2
NSA2	0	0	0	-2	0	2	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	2	2
PDZRN4	0	1	1	0	1	1	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1
PHLPP1	0	1	1	-1	0	1	0	0	0	1	1	0	0	1	1	-2	0	2	-1	0	1	-2	0	2	-1	0	1	0	1	1	0	1	1	1	2	2
PDZRN3	1	1	0	-2	0	2	0	0	0	0	0	0	-1	0	1	-1	0	1	-1	1	2	0	1	1	-1	0	1	0	1	1	-1	1	2	1	2	2
EMILIN3	-1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	-1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1
EMILIN2	0	0	0	-1	0	1	-1	0	1	0	0	0	1	1	0	-1	0	1	0	1	1	0	1	1	-1	0	1	-1	0	1	0	0	0	1	1	1
EMILIN1	-1	0	1	0	1	1	-1	0	1	-1	0	1	1	1	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	0	0	1	1	1
ZNF155	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	1	1	1	0	0	0	0	0	0	0	-2	0	2	-1	0	1	1	1	0	1	2	2
AKR1A1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
DDX12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TWSG1	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	1	1	1
MIR143HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX1	-1	0	1	1	2	1	0	0	0	1	1	0	0	0	0	-1	0	1	-1	0	1	0	1	1	0	1	1	-1	0	1	1	1	0	2	1	2
P2RX3	-1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	-1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	-1	0	1	1	1	1
P2RX2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
P2RX5	0	1	1	0	2	2	0	0	0	0	1	1	0	1	1	-2	1	3	0	1	1	-2	1	3	0	0	0	0	2	2	-1	1	2	2	3	3
P2RX4	-1	0	1	-1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	-2	0	2	-1	1	2	1	2	1	2	2	2
HSPBP1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1
P2RX6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	1	2	-1	0	1	1	2	2
FAM27E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
FAM27E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
LOC388955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
FLJ90757	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1
CG018	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DKFZP434A0131	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DENND1C	-1	1	2	0	1	1	0	0	0	-1	0	1	0	0	0	0	1	1	0	1	1	-1	1	2	-1	0	1	0	1	1	0	0	0	1	2	2
DENND1B	1	2	1	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	1	-1	0	1	1	2	1	-1	0	1	2	1	2
DENND1A	-2	0	2	0	1	1	0	0	0	-1	0	1	-1	0	1	-1	1	2	0	1	1	0	1	1	-1	0	1	0	1	1	0	0	0	1	2	2
DIS3	0	0	0	-1	0	1	1	1	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	-1	0	1	0	0	0	2	1	2
LOC100101267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100101266	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
BAP1	0	0	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	0	0	-1	0	1	-2	0	2	1	1	0	-2	0	2	-2	1	3	1	3	3
SHARPIN	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	2	1	0	1	1	0	0	0	2	1	2
FLJ13224	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZCCHC12	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
ZCCHC11	-1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	1	1	1	1	1
ZCCHC10	0	0	0	-1	0	1	0	0	0	-1	0	1	1	1	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1
ZCCHC17	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1
ZCCHC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	-1	0	1	0	0	0	-1	0	1	0	0	0	1	1	1
ZCCHC14	-1	1	2	0	1	1	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	1	1	0	1	1	-1	1	2	0	2	2	1	2	1	2	2	2
ZCCHC18	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	1	1	1	1
FKBP14	-1	0	1	2	2	0	1	1	0	1	1	0	2	2	0	1	1	0	1	1	0	0	1	1	2	2	0	1	1	0	0	1	1	2	1	2
CDRT4	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	0	1	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	1	1	1
CDRT1	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	-1	0	1	0	0	0	1	1	1
ANKS4B	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	1	1	0	1	1	1
UBE2J2	0	1	1	0	0	0	-1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	-1	0	1	-1	0	1	-1	0	1	1	1	1
PCBP4	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	1	1	0	1	1	-1	0	1	-2	0	2	1	2	2
RAB2B	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	2	0	2	2
SLC45A4	2	2	0	1	1	0	0	0	0	1	1	0	-1	0	1	1	2	1	1	2	1	1	2	1	-1	0	1	1	2	1	0	0	0	2	1	2
SLC45A1	0	1	1	0	1	1	0	0	0	0	0	0	-1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	-1	1	2	0	1	1	1	2	2
PTGR1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
PTGR2	-1	0	1	1	1	0	0	0	0	-1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	2	1	2	2
SLC45A2	0	1	1	1	1	0	0	0	0	1	1	0	-1	0	1	2	2	0	-1	0	1	1	2	1	0	0	0	0	1	1	2	2	0	2	1	2
MTUS1	1	2	1	-2	0	2	-1	0	1	-1	1	2	-2	0	2	-1	1	2	-1	1	2	-1	1	2	-1	1	2	0	2	2	-2	0	2	2	2	2
HSPC157	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-2	0	2	-1	0	1	1	2	2
CEP110	-1	0	1	-1	0	1	0	0	0	-1	0	1	2	2	0	-1	0	1	0	0	0	-1	0	1	1	1	0	-1	0	1	1	1	0	2	1	2
IFRD1	1	1	0	1	1	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0	2
CEP112	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HSPC152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
ALS2CL	0	1	1	-2	0	2	0	0	0	0	0	0	0	0	0	-1	1	2	-1	0	1	-1	1	2	0	0	0	0	1	1	-2	0	2	1	2	2
HSPC159	0	0	0	1	1	0	0	0	0	1	1	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1
CYP4F24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGL1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	1	1
DEFB109P1B	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	1	1	0	1	1	0	1	1	1
IMPAD1	1	1	0	1	1	0	1	1	0	2	2	0	1	2	1	1	1	0	1	1	0	1	1	0	0	1	1	2	2	0	0	1	1	2	1	2
FZD10	-1	0	1	-1	0	1	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	0	0	0	1	1
FGL2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	-1	0	1	-1	0	1	-1	0	1	0	0	0	1	1	1
CHKA	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	-2	0	2	0	1	1	1	1	0	-1	0	1	1	2	2
CHKB	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	-1	1	2	0	0	0	1	2	2
BMS1	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1
P11	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MRI1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	-1	0	1	0	0	0	0	0	0	-1	0	1	1	1	1
MAPK1IP1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	1	1	1	1
C14orf172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DST	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	-1	1	2	-1	1	2	0	0	0	-1	1	2	-1	0	1	1	2	2
DSP	-1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	-2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	2	2
SNORD48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBD	0	0	0	2	2	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	-1	0	1	-2	0	2	-1	0	1	2	2	2
DSE	-1	0	1	0	0	0	0	0	0	-2	0	2	1	1	0	0	1	1	0	0	0	-1	1	2	-1	0	1	-1	0	1	0	1	1	1	2	2
PDAP1	-1	0	1	0	2	2	1	1	0	2	2	0	2	3	1	0	1	1	1	1	0	2	2	0	1	2	1	1	1	0	0	1	1	3	2	3
CENPBD1	-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	1	2	2
SNORD43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC150185	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	1	1	1	1
TRAPPC2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ35773	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SNORD46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLK2P	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
SLC22A23	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
SLC22A20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	2	1	2	2
SLC22A25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
SLC22A24	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	0	-1	0	1	0	0	0	0	1	1	1	1	0	1	1	1
FAM7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM7A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM7A1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC100130238	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
ZNF83	1	1	0	-1	0	1	0	0	0	-1	1	2	2	2	0	0	0	0	0	1	1	-1	0	1	-1	0	1	1	1	0	0	1	1	2	2	2
AUH	-1	0	1	-1	0	1	0	0	0	0	1	1	-1	0	1	0	1	1	0	1	1	-2	0	2	-2	0	2	1	2	1	0	0	0	2	2	2
ZNF81	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZNF80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
ZNF85	-1	0	1	0	1	1	0	0	0	2	2	0	1	2	1	0	0	0	-1	0	1	0	1	1	-3	0	3	1	1	0	-2	0	2	2	3	3
ZNF84	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	1
FAM57A	-1	0	1	-1	0	1	0	0	0	-1	0	1	1	1	0	-1	0	1	-1	0	1	-1	0	1	0	1	1	-1	0	1	0	0	0	1	1	1
DKFZP564J102	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IGLV2-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZA2	1	1	0	0	1	1	1	1	0	1	2	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	2	1	2	1	2
CAPZA1	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
SCARF2	-1	1	2	0	1	1	0	0	0	-2	0	2	1	1	0	-1	1	2	0	1	1	0	1	1	0	0	0	-1	1	2	0	1	1	1	2	2
SCARF1	-1	0	1	-1	0	1	0	0	0	-1	0	1	1	1	0	-1	1	2	0	1	1	-2	0	2	0	0	0	-1	1	2	0	1	1	1	2	2
TRPC4AP	0	1	1	2	2	0	1	1	0	0	1	1	2	2	0	1	1	0	2	2	0	1	2	1	2	3	1	3	3	0	2	2	0	3	1	3
CCDC77	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
HLA-B	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	-1	0	1	0	0	0	-2	0	2	0	0	0	0	0	0	1	2	2
CCDC75	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
C10orf83	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1
C10orf82	0	0	0	-1	0	1	0	0	0	0	0	0	-2	0	2	1	1	0	-1	0	1	-1	0	1	0	0	0	0	1	1	0	0	0	1	2	2
DOCK2	0	1	1	-1	1	2	0	0	0	0	0	0	1	1	0	-1	0	1	-1	1	2	0	1	1	-1	0	1	0	1	1	0	1	1	1	2	2
C10orf84	0	0	0	-1	0	1	0	0	0	0	0	0	-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
HLA-A	1	1	0	0	1	1	0	0	0	2	2	0	1	2	1	-1	0	1	-1	0	1	0	0	0	-1	0	1	0	1	1	1	1	0	2	1	2
GRIN3A	-2	0	2	-1	0	1	0	0	0	-1	0	1	-1	0	1	-2	0	2	-1	0	1	-2	0	2	-1	0	1	-1	0	1	0	0	0	0	2	2
GRIN3B	-1	1	2	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	1	2	0	0	0	0	0	0	0	0	0	1	2	2
DOCK3	0	1	1	-1	1	2	0	0	0	0	0	0	-1	0	1	0	1	1	-2	0	2	0	1	1	0	0	0	0	1	1	-2	0	2	1	2	2
MLSTD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPVL	-1	1	2	-2	0	2	1	1	0	-1	0	1	1	2	1	-1	0	1	0	1	1	-1	1	2	0	1	1	-2	0	2	0	0	0	2	2	2
HLA-G	-1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1
MIR132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERK	0	0	0	1	1	0	0	0	0	0	1	1	-1	0	1	-1	1	2	-1	0	1	-1	0	1	-1	0	1	-2	1	3	-1	1	2	1	3	3
RGCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN7A	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	1	-1	0	1	0	0	0	-1	0	1	1	1	0	1	1	1
FLJ37201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
LIN7C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
LIN7B	-1	0	1	0	0	0	0	0	0	-1	0	1	-1	0	1	1	1	0	1	1	0	0	0	0	-1	0	1	1	1	0	0	0	0	1	1	1
IMMP2L	0	1	1	1	1	0	1	1	0	1	2	1	2	2	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	2	1	2	1	2
HNRPLL	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	-1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1
PGCP	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	-1	0	1	0	1	1	0	1	1	-1	0	1	1	2	1	0	1	1	2	1	2
FADD	0	0	0	1	2	1	0	0	0	0	1	1	0	1	1	2	2	0	1	1	0	0	0	0	0	1	1	0	2	2	0	0	0	2	2	2
ENSG00000234814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRP44L	0	0	0	0	1	1	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	-1	1	2	-1	0	1	-1	1	2	0	0	0	1	2	2
