SYMBOL	UCEC_CS	UCEC_OS	UCEC_TS	LUSC_CS	LUSC_OS	LUSC_TS	READ_CS	READ_OS	READ_TS	OV_CS	OV_OS	OV_TS	GBM_CS	GBM_OS	GBM_TS	BLCA_CS	BLCA_OS	BLCA_TS	HNSC_CS	HNSC_OS	HNSC_TS	LUAD_CS	LUAD_OS	LUAD_TS	COAD_CS	COAD_OS	COAD_TS	BRCA_CS	BRCA_OS	BRCA_TS	KIRC_CS	KIRC_OS	KIRC_TS	MAX_ONC	MAX_TSG	MAX_ONC_TSG
MERTK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1	0	0	0	1	1	1
NPAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEAP1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1	0	1	1	2	1	2
LOC284352	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZBTB8OS	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SMN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLA2	-1	1	2	0	0	0	0	0	0	1	1	0	2	2	0	1	2	1	0	1	1	1	1	0	2	2	0	0	2	2	-1	0	1	2	2	2
POLA1	-2	0	2	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	-1	0	1	1	1	0	2	2	0	1	2	1	2	2	2
SMN1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1
ENSG00000239027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBRSL1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	-1	1	2	1	2	2
SLC5A1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	1	1
MEGF8	1	1	0	-1	0	1	0	0	0	0	2	2	0	1	1	1	1	0	0	1	1	-1	0	1	0	1	1	1	2	1	1	1	0	2	2	2
SLC5A3	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SLC5A4	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
SLC5A5	1	2	1	-1	0	1	0	0	0	0	1	1	-1	1	2	1	1	0	-1	0	1	-2	0	2	-1	1	2	1	1	0	-1	1	2	2	2	2
SLC5A6	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1
SLC5A7	-1	0	1	1	1	0	0	0	0	-1	0	1	-1	0	1	-1	0	1	-1	0	1	1	2	1	1	1	0	1	2	1	-2	0	2	2	2	2
SLC5A8	0	1	1	-2	0	2	0	0	0	1	1	0	0	0	0	-1	0	1	-1	0	1	-2	0	2	-2	0	2	0	1	1	1	1	0	1	2	2
SLC5A9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1
MEGF6	0	1	1	0	1	1	0	0	0	0	0	0	-1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	-1	1	2	-1	1	2	1	2	2
ENSG00000214248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC728215	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000258276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCN	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	2	1	2	2	0	0	1	1	0	2	2	2	2	2
LOC100306951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB3	-1	0	1	0	0	0	0	0	0	-1	0	1	0	1	1	0	0	0	0	0	0	-1	0	1	0	1	1	-1	0	1	1	1	0	1	1	1
ZBTB2	1	1	0	0	0	0	0	0	0	-2	0	2	1	1	0	0	1	1	0	1	1	-1	1	2	-1	0	1	-1	1	2	1	2	1	2	2	2
ZBTB1	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	2	1	2	2
CARD18	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	0	0	-1	0	1	1	1	0	1	1	1
TOM1L1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	3	1	2	2	0	3	1	3
ZBTB5	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1
ZBTB4	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-2	0	2	-2	0	2	-2	0	2	0	1	1	1	2	2
NBR2	0	0	0	1	1	0	0	0	0	-1	1	2	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	-1	1	2	1	2	2
ZBTB9	1	1	0	1	1	0	0	0	0	0	1	1	2	2	0	-1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	1	2
CARD10	0	0	0	0	1	1	-1	0	1	-1	0	1	-2	0	2	0	1	1	0	1	1	0	0	0	-1	1	2	0	2	2	0	0	0	2	2	2
CARD17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	1
BOD1L	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC151534	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1
CARD14	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	2	2	0	2	2	0	1	2	1	0	1	1	2	1	2
CUL4A	0	1	1	1	2	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	2	1	0	1	1	0	1	1	2	1	2
CUL4B	-1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1
IMMT	0	0	0	1	1	0	0	0	0	1	1	0	-1	0	1	0	0	0	1	1	0	0	0	0	-1	0	1	1	1	0	0	0	0	1	1	1
GLCCI1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	-1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1
SLC6A3	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	1	2	1	1	2	1	0	0	0	0	1	1	1	2	1	2	1	2
SLC6A2	0	1	1	0	1	1	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	1	1	-1	0	1	0	0	0	-2	0	2	0	0	0	1	2	2
SLC6A1	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	1	1	1
SLC6A7	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SLC6A6	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	2	2	0	-1	1	2	-1	1	2	1	1	0	1	2	1	0	1	1	2	2	2
SLC6A5	-1	0	1	0	1	1	0	0	0	-1	0	1	-1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1
SLC6A4	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-2	0	2	0	0	0	0	0	0	0	2	2
OR5D18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	-1	0	1	-1	0	1	1	1	1
SLC6A9	0	1	1	0	0	0	0	0	0	1	2	1	0	1	1	0	0	0	0	1	1	0	1	1	-1	1	2	-1	1	2	1	1	0	2	2	2
SLC6A8	1	1	0	1	1	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	2	1	2
KIAA1919	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1
TP53RK	0	0	0	1	1	0	1	1	0	2	2	0	2	3	1	1	1	0	0	0	0	1	1	0	2	3	1	1	1	0	-1	0	1	3	1	3
HSFY1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1913	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1
LRPPRC	-1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	-1	1	2	1	2	2
C12orf56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
C12orf57	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1
C12orf54	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C12orf55	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C12orf52	1	1	0	1	1	0	0	0	0	-1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1
C12orf53	-1	0	1	0	1	1	0	0	0	1	1	0	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	0	0	0	1	1	1
C12orf50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
C12orf51	-1	0	1	-1	0	1	0	0	0	0	1	1	-1	1	2	1	1	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	2	2	2
FMNL2	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	2	1	0	1	1	2	1	2
FMNL3	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	1
FMNL1	-2	0	2	1	2	1	0	0	0	-1	1	2	0	1	1	0	1	1	0	1	1	1	2	1	-2	0	2	1	2	1	2	2	0	2	2	2
C12orf59	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
NEXN	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	1
MAPRE1	0	0	0	1	1	0	1	1	0	1	1	0	2	2	0	1	1	0	2	2	0	0	0	0	1	1	0	1	1	0	0	0	0	2	0	2
MAPRE3	0	1	1	1	1	0	0	0	0	0	1	1	-1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	-1	0	1	1	1	0	1	1	1
MAPRE2	-1	0	1	0	1	1	0	0	0	0	0	0	-1	0	1	-1	0	1	-2	0	2	0	1	1	-2	0	2	0	1	1	0	1	1	1	2	2
C14orf28	0	1	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	-2	0	2	0	0	0	-2	1	3	1	3	3
MIR125B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1
SCARNA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	-1	0	1	-1	0	1	1	1	1
SCARNA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	1
SCARNA6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	1
SCARNA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
SCARNA4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	-1	0	1	1	1	1
SCARNA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	-1	0	1	1	1	0	1	1	1
SCARNA2	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
SCARNA1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	1	1	0	0	0	0	-2	0	2	-1	0	1	1	2	2
IGLV3-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF219	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1
NR1H2	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	1	-1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1
RNF215	0	0	0	2	2	0	0	0	0	-1	0	1	-1	0	1	1	1	0	1	1	0	1	1	0	-1	0	1	-1	0	1	1	1	0	2	1	2
RNF214	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	-1	1	2	-1	0	1	1	2	2
RNF217	0	1	1	1	1	0	0	0	0	-1	0	1	-1	0	1	-1	0	1	1	1	0	-1	0	1	0	0	0	0	1	1	0	0	0	1	1	1
HIST3H3	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	-1	0	1	-1	0	1	-1	0	1	1	1	0	-1	0	1	1	1	1
RNF213	-1	1	2	0	1	1	0	0	0	1	1	0	1	1	0	-1	0	1	0	1	1	1	3	2	1	1	0	0	2	2	0	0	0	3	2	3
RNF212	1	2	1	-3	0	3	0	0	0	0	0	0	-1	1	2	-1	0	1	0	1	1	0	1	1	-1	0	1	0	1	1	-1	1	2	2	3	3
MED29	-1	0	1	2	2	0	0	0	0	0	1	1	2	2	0	1	1	0	1	1	0	1	1	0	0	1	1	-1	0	1	-1	0	1	2	1	2
MED28	0	0	0	0	1	1	-1	0	1	-1	1	2	2	2	0	-1	0	1	-1	0	1	-1	0	1	0	2	2	1	2	1	-1	0	1	2	2	2
MED21	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1
MED20	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	2	0	2
MED23	-1	0	1	0	0	0	0	0	0	-1	0	1	1	1	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	1	2	0	1	1	1	2	2
MED22	-1	0	1	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MED25	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1
MED24	-1	1	2	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	2	2
MED27	-1	1	2	0	0	0	0	0	0	-1	0	1	0	0	0	-1	1	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	2	2
ENAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT9	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	2	2	0	0	1	1	1	2	1	-1	0	1	1	2	1	0	1	1	2	1	2
SEPT8	0	0	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	1	1	-1	0	1	0	0	0	-1	0	1	0	0	0	0	1	1	1	1	1
SEPT5	0	1	1	1	1	0	0	0	0	-1	0	1	-2	0	2	0	1	1	0	1	1	1	1	0	1	1	0	-1	1	2	-1	1	2	1	2	2
SEPT4	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	1	1	-1	0	1	0	0	0	-1	0	1	-1	0	1	1	1	1
SEPT7	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	2	1	1	2	1	1	1	0	0	1	1	1	1	0	2	1	2
SEPT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	1	1	1	1	1
SEPT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	1	1	1
SEPT3	0	0	0	0	0	0	0	0	0	-1	0	1	-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1	1	2	2
SEPT2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1
LOC100128554	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	-1	0	1	1	1	1
FAM47A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	-1	0	1	1	1	1
ENSG00000180574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIAP1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
YARS	1	1	0	0	0	0	-1	0	1	0	1	1	-1	1	2	0	0	0	0	0	0	-1	0	1	0	1	1	1	1	0	1	1	0	1	2	2
MYOHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
PARP8	1	1	0	-3	0	3	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	1	1	-1	0	1	2	2	0	2	3	3
PARP9	1	1	0	1	1	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2
PARP4	0	0	0	-2	1	3	1	1	0	-1	1	2	0	2	2	2	2	0	0	1	1	-2	1	3	0	2	2	-2	1	3	3	3	0	3	3	3
PARP6	1	1	0	-1	0	1	-1	0	1	0	1	1	-2	0	2	-1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1	2	2
EPN1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	1	2	0	0	0	1	2	2
PARP1	1	2	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	2	1	2
PARP2	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	-1	0	1	1	1	1
PARP3	1	1	0	-1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	-1	0	1	-1	1	2	0	0	0	0	0	0	-1	0	1	1	2	2
ENSG00000234306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	-1	1	2	0	1	1	-1	0	1	0	0	0	1	1	0	-1	1	2	0	1	1	0	0	0	1	1	0	-1	1	2	0	0	0	1	2	2
LOC149351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NVL	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	2	1	-1	0	1	1	2	1	0	0	0	2	1	2
FGF22	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	1	1	1
FGF23	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	-2	0	2	-1	0	1	1	2	2
FGF20	0	1	1	0	0	0	0	0	0	-1	1	2	1	1	0	-1	0	1	-1	1	2	0	0	0	-1	0	1	0	1	1	-1	0	1	1	2	2
FGF21	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-2	0	2	2	2	0	2	2	2
MIR1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKMY2	0	0	0	2	2	0	1	1	0	0	0	0	0	1	1	1	1	0	1	2	1	1	1	0	-1	0	1	0	1	1	1	2	1	2	1	2
LOC100189589	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
ALDH7A1	0	0	0	-2	0	2	0	0	0	-1	0	1	1	1	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	2	2
C9orf144B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
C1QTNF9B	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1
HSP90AB3P	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1
HMGXB3	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1
HMGXB4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	1	1	1
ENSG00000233863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAHD1	-1	0	1	1	1	0	0	0	0	-1	0	1	-1	0	1	0	0	0	-1	0	1	-2	0	2	-2	0	2	-1	1	2	0	0	0	1	2	2
MYLPF	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1
YES1	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1
ECT2	1	1	0	0	1	1	0	0	0	1	2	1	2	2	0	1	1	0	1	1	0	0	1	1	1	2	1	1	2	1	0	1	1	2	1	2
STAM2	1	1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	1	1	-1	0	1	0	1	1	0	1	1	2	1	2
ENSG00000210151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC9	0	0	0	-1	0	1	0	0	0	-1	0	1	1	1	0	-1	0	1	-1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1
ZCCHC8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	1	1	1	1
TTTY8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC3	0	0	0	2	2	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2
ZCCHC2	0	1	1	1	2	1	-1	0	1	0	1	1	-1	1	2	-2	0	2	-1	1	2	-2	0	2	-2	0	2	1	1	0	0	1	1	2	2	2
ZCCHC7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	2	1	1	0	0	0	0	0	0	0	1	2	2
ZCCHC6	-1	0	1	0	0	0	0	0	0	-1	0	1	1	1	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1
ZCCHC5	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
ZCCHC4	1	1	0	-1	1	2	-1	0	1	-1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	-1	0	1	0	1	1	0	0	0	1	2	2
RENBP	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	-1	0	1	-1	0	1	0	1	1	-1	0	1	0	0	0	0	0	0	1	1	1
G30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC654346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1
LOC654342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHADL	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	-1	1	2	0	0	0	1	2	2
